Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
1229,8,0.6643,18.6,5414.0,0.003414,0.9996790000000001,CAB39 CCM2 ITGB1BP1 KRIT1 MAP3K2 PDCD10 TAOK1 TLNRD1,intracellular signal transduction|positive regulation of protein kinase activity|negative regulation of endothelial cell migration|positive regulation of kinase activity|positive regulation of transferase activity,1.16e-07|6.312e-07|1.055e-06|1.193e-06|2.169e-06,0.00183|0.004978|0.005547|0.004703|0.006843,11.44|24.1|145.7|21.17|18.74
1230,6,0.6768,10.15,4504.0,0.0022429999999999998,0.998474,DPM1 GANAB ITGB6 MOGS PRKCSH UGGT1,glycoprotein metabolic process|viral protein processing|protein folding|protein N-linked glycosylation|carbohydrate derivative metabolic process,1.182e-08|1.569e-07|2.31e-07|1.036e-06|1.623e-06,0.0001864|0.001238|0.001215|0.004085|0.00512,46.14|264|60.22|137.3|17.06
1231,17,0.668,90.85,13370.0,0.006734,1.0,ADCYAP1R1 AEBP1 AGR3 EGR3 FKBP9 GHRHR MTURN NIPSNAP2 NUPR2 PHKG1 PSPH RNASET2 SEPT14 SUMF2 URGCP VWC2 ZNF713,cAMP-mediated signaling|protein peptidyl-prolyl isomerization|second-messenger-mediated signaling|cyclic-nucleotide-mediated signaling|regulation of calcium ion transport,0.0003742|0.0008606|0.0008808|0.001003|0.001257,1|1|1|1|1,73.82|47.67|15.75|44.01|13.9
1232,4,0.7105,4.263,3008.0,0.001411,0.9929309999999999,ADPGK GSR ITK SLC35B4,UDP-xylose transmembrane transport|NK T cell differentiation|UDP-N-acetylglucosamine transmembrane transport|generation of precursor metabolites and energy|pyrimidine nucleotide-sugar transmembrane transport,0.0003883|0.0007766|0.001165|0.002243|0.002328,1|1|1|1|1,5149|1716|1030|25.62|468.1
1233,7,0.6537,13.73,5740.0,0.00238,0.9992989999999999,CLEC6A IAPP ITPR2 KLHL42 MANSC4 RASSF8 SLCO1C1,positive regulation of calcium ion import across plasma membrane|positive regulation of thyroid hormone generation|regulation of calcium ion import across plasma membrane|regulation of thyroid hormone generation|regulation of microtubule-based process,0.001358|0.001698|0.002037|0.002376|0.002664,1|1|1|1|1,980.7|735.5|588.4|490.4|25.04
1234,4,0.6776,4.066,3349.0,0.00121,0.9929309999999999,CYP26A1 ITPRIP OPN4 SEMA4G,thermotaxis|optokinetic behavior|detection of temperature stimulus involved in thermoception|diterpenoid catabolic process|retinoic acid catabolic process,0.0005825|0.0005825|0.0009706|0.001165|0.001165,1|1|1|1|1,2574|2574|1287|1030|1030
1235,4,0.666,3.9960000000000004,3561.0,0.001118,0.9929309999999999,ASTL EVC2 ITPRIPL1 TRIM67,prevention of polyspermy|negative regulation of fertilization|negative regulation of binding of sperm to zona pellucida|egg activation|regulation of binding of sperm to zona pellucida,0.0005825|0.0005825|0.0009706|0.001165|0.001165,1|1|1|1|1,2574|2574|1287|1030|1030
1236,4,0.6535,3.9210000000000003,2767.0,0.001411,0.9929309999999999,NAIF1 SLC30A1 SLC39A10 SLC39A6,zinc ion transmembrane transport|zinc ion transport|cellular zinc ion homeostasis|zinc ion homeostasis|cellular transition metal ion homeostasis,8.026e-09|1.233e-08|2.314e-08|2.923e-08|6.932e-07,0.0001266|9.726e-05|0.0001217|0.0001153|0.002187,643.6|551.7|441.3|406.5|136.7
1237,8,0.6797,19.03,6176.0,0.003064,0.9996790000000001,CAPN5 FCHSD2 KCTD21 OMP P2RY2 P2RY6 PLEKHB1 UCP3,G protein-coupled purinergic nucleotide receptor signaling pathway|purinergic nucleotide receptor signaling pathway|phospholipase C-activating G protein-coupled receptor signaling pathway|cellular response to pyrimidine ribonucleotide|response to pyrimidine ribonucleotide,1.579e-05|0.0001537|0.0006536|0.0007765|0.0007765,0.2491|1|1|1|1,367.8|109.5|52.01|2574|2574
1238,4,0.7025,4.215,3362.0,0.0012490000000000001,0.9929309999999999,IGDCC3 IZUMO4 TBC1D21 TRH,positive regulation of gamma-aminobutyric acid secretion|negative regulation of glutamate secretion|imidazole-containing compound metabolic process|histamine metabolic process|regulation of gamma-aminobutyric acid secretion,0.0007766|0.001165|0.001359|0.001359|0.001359,1|1|1|1|1,1716|1030|858.1|858.1|858.1
1239,11,0.6759,37.17,7539.0,0.0048920000000000005,0.999969,COPB2 ISY1 PSMA1 PSMA2 PSMA3 PSMA5 PSMA6 PSMB3 SMU1 SRP54 VCP,proteasomal ubiquitin-independent protein catabolic process|positive regulation of canonical Wnt signaling pathway|regulation of cellular amino acid metabolic process|S phase|pre-replicative complex assembly,1.631e-15|3.653e-13|6.144e-13|6.144e-13|6.144e-13,2.572e-11|2.881e-09|3.23e-09|2.423e-09|1.938e-09,510.6|89.16|172.8|172.8|172.8
1240,5,0.6707,6.707000000000001,3900.0,0.0017120000000000002,0.996692,CCDC107 JKAMP MICALL2 TMEM203 TMEM60,positive regulation of protein targeting to mitochondrion|actin filament polymerization|endocytic recycling|regulation of protein targeting to mitochondrion|substrate adhesion-dependent cell spreading,0.007985|0.008467|0.01015|0.01112|0.01376,1|1|1|1|1,128.7|121.1|100.5|91.53|73.55
1241,8,0.67,18.76,5694.0,0.003274,0.9996790000000001,ATP13A1 AUP1 JOSD1 STUB1 TM2D1 TM2D2 TM2D3 ZDHHC6,cellular response to misfolded protein|response to misfolded protein|protein quality control for misfolded or incompletely synthesized proteins|ubiquitin-dependent ERAD pathway|ERAD pathway,3.626e-05|4.268e-05|5.708e-05|0.0003804|0.0005427,0.5719|0.3366|0.3001|1|1,234|214.5|183.9|68.65|57.21
1242,6,0.6771,10.16,5053.0,0.002001,0.998474,DUPD1 JPH2 MAT1A PALD1 SFTPA1 SFTPA2,respiratory gaseous exchange by respiratory system|toll-like receptor signaling pathway|peptidyl-tyrosine dephosphorylation|pattern recognition receptor signaling pathway|methionine catabolic process,9.313e-05|0.0003665|0.0004029|0.0005741|0.0005824,1|1|1|1|1,137.3|67.97|64.76|54.06|3432
1243,4,0.6572,3.943,3228.0,0.001217,0.9929309999999999,GNAT1 KALRN TLR9 ZNF502,negative regulation of growth hormone secretion|negative regulation of ATPase-coupled calcium transmembrane transporter activity|tumor necrosis factor production|habituation|tumor necrosis factor superfamily cytokine production,0.0005825|0.0009706|0.0009706|0.0009706|0.001165,1|1|1|1|1,2574|1287|1287|1287|1030
1244,8,0.6647,18.61,5709.0,0.00324,0.9996790000000001,CDT1 CFDP1 CIAPIN1 GINS2 GINS3 KARS NUP93 PSMD7,DNA-dependent DNA replication|DNA replication|DNA strand elongation involved in DNA replication|DNA strand elongation|DNA replication initiation,5.621e-07|2.084e-06|2.76e-05|4.268e-05|0.0001295,0.008866|0.01644|0.1451|0.1683|0.4086,53.08|38|271|214.5|119.7
1245,5,0.6935,6.935,4138.0,0.0016690000000000001,0.996692,C1QTNF9 KBTBD7 KRTAP21-1 VANGL1 ZAR1L,posttranscriptional gene silencing|hair follicle development|skin epidermis development|hair cycle process|molting cycle process,0.01544|0.01807|0.01903|0.01903|0.01903,1|1|1|1|1,65.38|55.66|52.81|52.81|52.81
1246,4,0.7346,4.408,3482.0,0.001261,0.9929309999999999,ATP6V0D2 CNGB3 KCNB2 PRDM14,cation transmembrane transport|cation transport|histone H3-R26 methylation|inactivation of paternal X chromosome|ion transmembrane transport,0.0001167|0.000252|0.0003883|0.0003883|0.000514,1|1|1|1|1,24.25|18.7|5149|5149|14.7
1247,8,0.66,18.48,5950.0,0.003088,0.9996790000000001,CTTN FOLR1 FOLR2 KRTAP5-11 KRTAP5-9 P2RY6 PLEKHB1 POLD4,cellular response to folic acid|keratinization|folate import across plasma membrane|keratinocyte differentiation|folate transmembrane transport,1.271e-06|3.013e-06|4.446e-06|5.86e-06|5.927e-06,0.02005|0.02377|0.02338|0.02311|0.0187,2060|36.45|823.8|30.74|686.5
1248,9,0.6532,23.51,6971.0,0.003353,0.9998530000000001,ALDH3A1 ALOXE3 CCDC144A KCNJ12 OR1D5 OR3A3 P2RX1 TBC1D28 TNFSF13,ceramide biosynthetic process|ceramide metabolic process|sphingolipid biosynthetic process|system process|serotonin secretion by platelet,0.000258|0.0007415|0.0008375|0.0008573|0.00131,1|1|1|1|1,84.75|49.21|46.23|5.609|1144
1249,6,0.7092,10.64,3840.0,0.002754,0.998474,BRAF DUSP4 MAFF MITF SOX10 SOX9,lacrimal gland development|regulation of multicellular organismal development|regulation of cell differentiation|melanocyte differentiation|cell fate commitment,2.543e-06|6.161e-06|1.487e-05|1.784e-05|3.043e-05,0.04011|0.04859|0.07817|0.07034|0.09601,980.7|13.02|10.89|326.9|43.45
1250,4,0.6977,4.186,2916.0,0.00143,0.9929309999999999,FLI1 FXYD6 KCNJ1 KCNJ5,potassium ion import across plasma membrane|regulation of ion transmembrane transport|regulation of transmembrane transport|inorganic ion import across plasma membrane|inorganic cation import across plasma membrane,2.668e-05|8.832e-05|9.06e-05|0.0001004|0.0001004,0.4209|0.6966|0.4764|0.396|0.3168,245.2|26.63|26.4|124.1|124.1
1251,7,0.6573,13.8,5617.0,0.002445,0.9992989999999999,CLEC6A GYS2 IAPP KCNJ8 MANSC4 SLCO1B3 SLCO1C1,sodium-independent organic anion transport|bile acid and bile salt transport|transport across blood-brain barrier|vascular transport|organic hydroxy compound transport,1.51e-05|6.2e-05|0.0003736|0.0003821|0.001123,0.2382|0.489|1|1|1,367.8|173.1|68.42|67.64|38.97
1252,6,0.6688,10.03,5158.0,0.0019370000000000001,0.998474,CA13 CA2 CA3 KCNS2 PMP2 SLC7A13,one-carbon metabolic process|bicarbonate transport|organic anion transport|ion transport|positive regulation of dipeptide transport,1.569e-07|1.939e-07|1.116e-06|0.0002851|0.0008735,0.002475|0.001529|0.005869|1|1,264|245.2|40.38|5.957|1716
1253,13,0.658,51.33,8914.0,0.0057079999999999995,0.999993,AFDN ARHGAP29 CDC42 CRB3 CTNNA1 F11R IRF6 PARD3 PARD6B PRKCI RIPK4 TJP1 TP53BP2,cell-cell junction organization|cell-cell junction assembly|apical junction assembly|cell junction assembly|bicellular tight junction assembly,3.496e-16|3.442e-15|9.703e-15|1.261e-14|1.19e-12,5.514e-12|2.715e-11|5.102e-11|4.974e-11|3.754e-09,76.66|99.79|165.5|50.92|163.9
1254,8,0.6876,19.25,5467.0,0.0034990000000000004,0.9996790000000001,CASP8 CFLAR KHDRBS1 NCOA5 RNF31 TNFRSF10A TNFRSF10B ZNF638,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|TRAIL-activated apoptotic signaling pathway|regulation of extrinsic apoptotic signaling pathway via death domain receptors|activation of cysteine-type endopeptidase activity involved in apoptotic process|negative regulation of extrinsic apoptotic signaling pathway,1.144e-09|3.224e-09|4.824e-09|2.927e-08|5.104e-08,1.805e-05|2.543e-05|2.536e-05|0.0001154|0.000161,264|1287|180.7|113.2|98.07
1255,23,0.6608,167.2,16840.0,0.009804,1.0,C12orf65 DDX28 GFM2 GRSF1 GTPBP10 GTPBP8 MALSU1 MRM2 MRM3 MRPL58 MTERF3 MTERF4 MTG1 MTG2 MTIF2 NGRN NSUN4 PTCD1 RPUSD3 RPUSD4 SSBP1 TFB1M TRUB2,ribosome biogenesis|regulation of mitochondrial translation|regulation of mitochondrial gene expression|ribonucleoprotein complex biogenesis|rRNA modification,4.409e-16|3.278e-15|7.877e-15|2.201e-14|4.779e-14,6.954e-12|2.585e-11|4.142e-11|8.678e-11|1.508e-10,32.37|241.1|208.9|23.11|156.7
1256,4,0.6591,3.955,3112.0,0.001266,0.9929309999999999,ADAMTS7 CSPG4 GOLGA6B KIAA1024,angiogenesis|blood vessel morphogenesis|dermatan sulfate biosynthetic process|dermatan sulfate metabolic process|chondroitin sulfate catabolic process,0.001379|0.002287|0.002522|0.002716|0.00291,1|1|1|1|1,32.79|25.36|429.1|396.1|367.8
1257,8,0.68,19.04,5126.0,0.003689,0.9996790000000001,CKAP5 CLTC DLGAP5 GAK GTSE1 KIF15 MAD2L1BP TACC3,cell cycle|mitotic cell cycle|regulation of cell cycle process|regulation of cell cycle|regulation of mitotic sister chromatid separation,4.891e-08|6.858e-08|7.465e-08|9.853e-07|1.903e-06,0.0007715|0.0005409|0.0003925|0.003886|0.006004,12.96|20.3|20.01|12.91|118.8
1258,8,0.6689,18.73,6411.0,0.002905,0.9996790000000001,CCNB1IP1 DTWD1 KIAA1257 KIF26B LYRM1 MAP3K7CL SDR39U1 SLC25A36,pyrimidine nucleotide transport|pyrimidine nucleotide import into mitochondrion|ureteric bud invasion|metanephric renal vesicle formation|ureteric bud elongation,0.001164|0.001164|0.001552|0.00194|0.002328,1|1|1|1|1,1287|1287|858.1|643.6|514.9
1259,18,0.6542,100.1,14020.0,0.00707,1.0,ABCC6 ACSM3 ACSM5 BFAR C16orf45 CA5A ITGAD KIAA2013 MPV17L MYH11 NOMO1 NOMO2 NPIPA5 PDXDC1 PKD1 SCNN1B SEPT1 SULT1A2,purine nucleoside bisphosphate metabolic process|ribonucleoside bisphosphate metabolic process|nucleoside bisphosphate metabolic process|smooth muscle contraction|metanephric distal tubule morphogenesis,0.0002132|0.0002132|0.0002132|0.0008953|0.001746,1|1|1|1|1,25.81|25.81|25.81|46.7|1144
1260,5,0.6589,6.5889999999999995,3100.0,0.002114,0.996692,KIDINS220 MAPK6 SLC20A1 SLC4A7 XPR1,inorganic anion transport|phosphate ion transmembrane transport|phosphate ion transport|anion transmembrane transport|inorganic ion transmembrane transport,4.632e-06|6.401e-06|1.087e-05|0.0001077|0.0003218,0.07307|0.05048|0.05714|0.4246|1,78.21|549.2|411.9|26.98|18.61
1261,5,0.6648,6.648,3350.0,0.001975,0.996692,HSPE1 KIF11 NEDD1 OR2A25 RPL37,mitotic centrosome separation|centrosome separation|regulation of mitotic centrosome separation|detection of chemical stimulus involved in sensory perception of smell|protein localization to centrosome,0.002037|0.002619|0.002909|0.006535|0.00697,1|1|1|1|1,572.1|429.1|381.4|15.57|149.2
1262,8,0.6738,18.87,6343.0,0.0029579999999999997,0.9996790000000001,KIF12 OR1J4 OR1L1 OR1L8 OR1N2 PALM2 TXNDC8 ZBTB6,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,1.403e-05|1.77e-05|2.051e-05|2.71e-05|3.137e-05,0.2213|0.1396|0.1078|0.1069|0.09898,23.35|22|21.19|19.73|19
1263,9,0.6684,24.06,7294.0,0.00328,0.9998530000000001,CPNE1 GGT7 GHRH HCK KIF3B MAP1LC3A MYLK2 WFDC11 WISP2,"positive regulation of circadian sleep/wake cycle, REM sleep|leukocyte migration involved in immune response|respiratory burst after phagocytosis|regulation of muscle filament sliding|regulation of circadian sleep/wake cycle, REM sleep",0.0008734|0.00131|0.001746|0.002182|0.002182,1|1|1|1|1,2288|1144|762.8|572.1|572.1
1264,13,0.6511,50.79,9862.0,0.00511,0.999993,HOXC10 HOXC4 HOXC5 HOXC6 HOXC8 INHBE KIF5A KRT82 KRT86 MARCH9 OS9 POU6F1 RDH5,anterior/posterior pattern specification|regionalization|pattern specification process|multicellular organism development|anatomical structure development,7.104e-06|3.742e-05|0.000112|0.0006483|0.001186,0.1121|0.2951|0.589|1|1,30.61|19.93|14.98|2.924|2.708
1265,10,0.6512,29.3,7699.0,0.003782,0.999933,KIR2DL1 KIR2DL3 KIR2DL4 KIR3DL1 KIR3DL2 LAIR1 LAIR2 LILRA4 LILRB2 LILRB4,regulation of immune response|regulation of immune system process|immune response-inhibiting cell surface receptor signaling pathway|immune response-inhibiting signal transduction|regulation of response to stimulus,2.681e-12|1.547e-10|1.863e-08|3.227e-08|1.235e-06,4.228e-08|1.22e-06|9.795e-05|0.0001273|0.003896,16.58|11.01|702.1|561.7|4.416
1266,4,0.6564,3.938,3467.0,0.001132,0.9929309999999999,BEST4 CLEC2L FAAH KL,sebaceous gland cell differentiation|glucosylceramide biosynthetic process|central nervous system myelin maintenance|positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway|glucosylceramide metabolic process,0.000728|0.000728|0.001213|0.001213|0.001456,1|1|1|1|1,2060|2060|1030|1030|823.8
1267,5,0.6512,6.5120000000000005,3563.0,0.001819,0.996692,GRHL2 IRF6 KDF1 KLF5 RIPK4,epithelium development|tissue development|epithelial cell differentiation|limb development|appendage development,4.343e-07|4.24e-06|5.665e-06|6.263e-06|6.263e-06,0.006851|0.03344|0.02978|0.0247|0.01976,18.77|11.89|24.45|70.61|70.61
1268,17,0.6263,85.18,13730.0,0.006151,1.0,ALDH3A1 CCDC144A CCDC144NL DRC3 GID4 KRT16 LLGL1 MIEF2 MYO15A PMP22 SLC47A2 TBC1D28 TNFRSF13B TNFSF12 TRPV2 ZNF624 ZSWIM7,epithelial cell migration|epithelium migration|tissue migration|keratinocyte migration|tumor necrosis factor-mediated signaling pathway,0.003071|0.003275|0.003775|0.005518|0.006013,1|1|1|1|1,24.64|23.82|22.12|216.8|17.34
1269,20,0.6513,123.7,15400.0,0.007951,1.0,EPOP GSDMB HAP1 KLHL11 KRT24 KRT25 KRT26 KRT28 KRT33B KRTAP1-4 KRTAP3-1 KRTAP4-11 KRTAP4-2 KRTAP4-3 KRTAP4-4 KRTAP4-8 KRTAP4-9 KRTAP9-8 P3H4 TMSB10,keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development|epidermis development,1.686e-22|1.683e-21|1.568e-20|2.134e-19|6.782e-19,2.66e-18|1.328e-17|8.243e-17|8.415e-16|2.14e-15,57.99|48.9|41.47|34.22|31.43
1270,4,0.7067,4.24,2999.0,0.001408,0.9929309999999999,CASC1 KLHL29 LRMP SOX5,positive regulation of mesenchymal stem cell differentiation|regulation of mesenchymal stem cell differentiation|asymmetric neuroblast division|neuroblast division|asymmetric cell division,0.0009706|0.001359|0.001359|0.002716|0.003297,1|1|1|1|1,1287|858.1|858.1|396.1|321.8
1271,9,0.6567,23.64,7183.0,0.0032719999999999997,0.9998530000000001,FBXO9 GSTA1 GSTA3 GSTA4 IL17A IL17F KLHL31 LRRC1 MLIP,glutathione derivative biosynthetic process|glutathione derivative metabolic process|positive regulation of chemokine (C-X-C motif) ligand 1 production|glutathione metabolic process|regulation of chemokine (C-X-C motif) ligand 1 production,1.319e-07|1.319e-07|2.542e-06|2.847e-06|3.558e-06,0.002081|0.00104|0.01336|0.01123|0.01122,312|312|1144|105.6|915.3
1272,11,0.6543,35.98,8154.0,0.004382,0.999969,CD19 CD79A CD81 DOCK2 EBF1 GNAI2 KLHL6 PAX5 RAC2 RHOH SYK,positive regulation of immune system process|leukocyte differentiation|cell activation|regulation of immune system process|regulation of immune response,1.98e-08|2.268e-08|2.481e-08|3.194e-08|3.402e-08,0.0003123|0.0001789|0.0001304|0.0001259|0.0001073,13.04|29.17|12.67|9.081|12.16
1273,4,0.6792,4.075,3264.0,0.0012439999999999999,0.9929309999999999,GP6 KLK11 KLK5 SIGLEC9,positive regulation of antibacterial peptide production|regulation of antibacterial peptide production|positive regulation of antimicrobial peptide production|regulation of antimicrobial peptide production|positive regulation of antimicrobial humoral response,0.0009706|0.001165|0.001359|0.001553|0.001553,1|1|1|1|1,1287|1030|858.1|735.5|735.5
1274,10,0.6607,29.73,8238.0,0.003587,0.999933,C5AR1 FFAR3 GPR32 KIR2DL1 KLK11 KLK3 KLK6 SULT2B1 ZNF665 ZNF880,complement receptor mediated signaling pathway|protein processing|inflammatory response|protein maturation|zymogen activation,3.25e-05|0.0001316|0.0001452|0.0003374|0.0003601,0.5127|1|0.7634|1|1,264|29.42|13.84|21.28|73.03
1275,6,0.6638,9.957,4785.0,0.002071,0.998474,CLEC2B KLRB1 KLRC1 KLRC4 TAS2R13 TAS2R20,"detection of chemical stimulus involved in sensory perception of bitter taste|sensory perception of bitter taste|detection of chemical stimulus involved in sensory perception of taste|sensory perception of taste|CD8-positive, gamma-delta intraepithelial T cell differentiation",4.946e-05|6.35e-05|6.651e-05|0.0001692|0.001165,0.7803|0.5008|0.3497|0.6673|1,190.7|167.4|163.5|101|1144
1276,8,0.6517,18.25,6190.0,0.002931,0.9996790000000001,BBS1 FGF19 FOLR2 KNOP1 MRGPRD MRGPRF POLD4 TBC1D10C,cellular response to folic acid|negative regulation of bile acid biosynthetic process|negative regulation of bile acid metabolic process|folate import across plasma membrane|folate transmembrane transport,0.001164|0.001552|0.001552|0.002328|0.002715,1|1|1|1|1,1287|858.1|858.1|514.9|429.1
1277,6,0.6574,9.861,4038.0,0.0024289999999999997,0.998474,AK6 CCDC59 IMP3 KRR1 NOP9 RBM19,nucleoside monophosphate phosphorylation|cellular nitrogen compound metabolic process|rRNA processing|nucleobase-containing compound metabolic process|rRNA metabolic process,1.382e-05|2.335e-05|0.0001098|0.0001174|0.0001227,0.218|0.1842|0.5775|0.4628|0.387,396.1|5.289|29.7|5.681|28.6
1278,14,0.6631,60.34,11200.0,0.005344,0.9999969999999999,ALDH3A1 ALOXE3 CCDC144A CCDC144NL GID4 KRT14 KRT16 KRT17 MFAP4 MYO15A TBC1D28 TNFRSF13B TRPV2 ZNF624,intermediate filament cytoskeleton organization|intermediate filament-based process|hair cycle|molting cycle|cornification,6.064e-06|6.412e-06|3.225e-05|3.225e-05|6.045e-05,0.09566|0.05057|0.1696|0.1272|0.1907,86.53|84.87|48.5|48.5|39.05
